WH,WH-Bigram,WH-POS,WH-NBOR-POS,Root-POS,Class
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what does,WP,VBZ,VB,DESC
how,what is how is,WRB,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
how,how many,WRB,JJ,VBZ,NUM
what,what kind,WDT,NN,VBZ,ENTY
what,what impenetrable,WDT,JJ,VBN,ENTY
what,what are,WP,VBP,VBP,ENTY
who,who domesticated,WP,VBD,VBD,HUM
how,how can,WRB,MD,VB,DESC
what,what european,WP,JJ,VBZ,ENTY
what,what country,WDT,NN,VB,LOC
what,what \'s,WP,VBZ,VBZ,DESC
what,what two,WP,CD,VBN,LOC
what,what movie,WP,NN,JJ,ENTY
what,what kind,WDT,NN,VBP,ENTY
what,what was,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,DESC
that,that spawned,WDT,VBD,VB,HUM
what,what does,WP,VBZ,VB,ABBR
why,why are,WRB,VBP,VBP,DESC
what,what \'s,WP,VBZ,VBZ,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what 12-hour,WP,CD,VBZ,ENTY
what,what was,WP,VBD,VBD,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
what,what king,WDT,NN,VBD,HUM
what,what does,WP,VBZ,VB,HUM
what,what was,WP,VBD,VBD,HUM
where,where is,WRB,VBZ,VBZ,LOC
what,what \'s,WP,VBZ,VBZ,DESC
where,where ?,WRB,.,VBN,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
which,what capital which contains,WDT,VBZ,VBN,LOC
that,that is,WDT,VBZ,VB,ENTY
how,how does,WRB,VBZ,NN,DESC
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what famed,WDT,JJ,VBZ,LOC
who,who portrayed,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
who,who were,WP,VBD,VBD,ENTY
where,where are,WRB,VBP,VBP,LOC
what,what woman,WDT,NN,VBD,HUM
what,what currents,WDT,NNS,VBP,DESC
who,who wrote,WP,VBD,VBD,HUM
who,who designed,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
how,how many,WRB,JJ,VBZ,NUM
what,what weapon,WDT,NN,VBP,ENTY
how,how can,WRB,MD,VB,DESC
where,where are,WRB,VBP,VBP,LOC
how,how many,WRB,JJ,VB,NUM
how,how does,WRB,VBZ,VBP,DESC
who,who was,WP,VBD,VBN,HUM
how,how did,WRB,VBD,VB,DESC
how,how tall,WRB,JJ,VBD,NUM
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,NUM
,,,,VB,ENTY
where,where was,WRB,VBD,VBD,LOC
when,how much when bought,WRB,VBN,NN,NUM
how,how many,WRB,JJ,VBP,NUM
what,what causes,WP,VBZ,VBZ,DESC
what,what were,WP,VBD,VBD,LOC
who,who succeeded,WP,VBD,VBD,HUM
who,who was,WP,VBD,VBN,HUM
,,,,NNS,HUM
what,what does,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBP,NUM
what,what city,WDT,NN,VBD,LOC
when,what celebrity when going,WRB,VBG,VBD,HUM
where,where \'s,WRB,VBZ,VBZ,LOC
what,who said what contemptible,WP,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what kind,WDT,NN,VBZ,HUM
how,how many,WRB,JJ,VBP,NUM
what,what were,WP,VBD,VBD,LOC
how,how did,WRB,VBD,VBP,DESC
what,what scale,WDT,NN,NNS,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what kind,WDT,NN,VB,ENTY
that,what are that are,WDT,VBP,VBP,HUM
what,what college,WDT,NN,VB,HUM
what,what was,WP,VBD,VBD,NUM
what,what country,WP,NN,VBZ,LOC
how,how does,WRB,VBZ,VB,DESC
what,what would,WP,MD,VB,DESC
when,when is,WRB,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what european,WDT,JJ,VBD,LOC
what,what is,WP,VBZ,VBZ,DESC
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
how,how much,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,ABBR
how,how many,WRB,JJ,VBP,NUM
what,what are,WP,VBP,VBP,DESC
how,how do,WRB,VBP,VB,DESC
who,who played,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
who,who bestowed,WP,VBD,VBD,HUM
when,how can when figs,WRB,NNS,VB,DESC
how,how do,WRB,VBP,VB,DESC
which,which type,WDT,NN,VBZ,ENTY
what,what nationality,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,HUM
which,who was which opened,WDT,VBD,VBD,HUM
what,what color,WDT,NN,VBD,ENTY
what,what soft,WDT,JJ,VBZ,ENTY
how,how does,WRB,VBZ,NN,DESC
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBD,NUM
what,what are,WP,VBP,VBP,DESC
what,what was,WP,VBD,VBD,DESC
what,what are,WP,VBP,VBP,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what was,WP,VBD,VBG,DESC
how,how many,WRB,JJ,VBD,NUM
what,what year,WDT,NN,VB,NUM
when,when was,WRB,VBD,VBD,NUM
why,why are,WRB,VBP,VBP,DESC
what,what japanese,WP,JJ,VBN,LOC
who,who did,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,HUM
who,what \'s who starred,WP,VBD,VBZ,HUM
where,where is,WRB,VBZ,VBN,LOC
who,who did,WP,VBD,VBD,HUM
what,what household,WDT,NN,VBP,ENTY
what,what british,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
that,what was that struck,WDT,VBD,VBD,ENTY
what,what \'s,WP,VBZ,VBZ,LOC
what,what leon,WP,NNP,VBD,ENTY
what,what is,WP,VBZ,VBZ,LOC
when,how many when going,WRB,VBG,VBZ,NUM
how,how long,WRB,RB,VB,NUM
what,what was,WP,VBD,VBD,HUM
,,,,NN,HUM
how,how big,WRB,JJ,VBZ,NUM
what,what country,WP,NN,VBD,LOC
what,what makes,WP,VBZ,VBZ,DESC
how,how do how much,WRB,JJ,VB,DESC
what,what does,WP,VBZ,VBP,DESC
who,who wrote,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what sport,WDT,NN,VB,ENTY
what,what island,WDT,NN,VBD,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what nevil,WP,NNP,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
which,which of,WDT,IN,VBD,HUM
what,what did,WP,VBD,VB,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what six,WP,CD,VBD,HUM
how,how many,WRB,JJ,VB,NUM
what,what line,WDT,NN,VBD,ENTY
what,what is,WP,VBZ,VBZ,DESC
who,who invented,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,LOC
how,how do,WRB,VBP,VB,DESC
,,,,VBN,HUM
who,who led,WP,VBD,VBD,HUM
what,what is,WP,VBZ,NN,DESC
what,what percentage,WDT,NN,VBN,NUM
what,what \'s,WP,VBZ,VBZ,HUM
who,who invented,WP,VBD,VBD,HUM
what,what nutrients,WDT,NNS,VBP,ENTY
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what king,WDT,NN,VBN,HUM
how,how many,WRB,JJ,VB,NUM
what,what were,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBD,NUM
where,where do,WRB,VBP,JJ,LOC
who,who was,WP,VBD,VBD,HUM
what,what are,WP,VBP,VBP,ENTY
how,how do,WRB,VBP,VB,DESC
when,when was,WRB,VBD,VBD,NUM
what,what good,WDT,JJ,VBP,DESC
how,how do,WRB,VBP,VB,DESC
what,what \'s,WP,VBZ,VBN,ENTY
who,who wrote,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VB,NUM
what,what is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what two,WP,CD,VBZ,LOC
how,how many,WRB,JJ,VBZ,NUM
who,who invented,WP,VBD,VBD,HUM
what,what are,WP,VBP,VBP,DESC
how,how does,WRB,VBZ,VB,DESC
what,what was,WP,VBD,VBD,ENTY
who,who burst,WP,VBP,VB,HUM
what,what delicacy,WP,NN,VBN,ENTY
what,what after,WP,IN,VBN,ENTY
what,what u.s.,WP,NNP,VBD,HUM
what,what \'s,WP,VBZ,VBZ,NUM
how,how many,WRB,JJ,VB,NUM
what,what card,WDT,NN,VBD,ENTY
who,who wrote,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what personality,WDT,NN,VBD,DESC
where,where can,WRB,MD,VB,LOC
what,what was,WP,VBD,VBD,ENTY
that,what louisiana that had,WDT,VBD,VBD,HUM
what,what hymn,WDT,NN,VB,ENTY
what,what invention,WDT,NN,VBP,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
who,who won,WP,VBD,VBD,HUM
what,what writer,WDT,NN,VBZ,HUM
who,who \'s,WP,VBZ,VBZ,HUM
what,what seafarers,WP,NNS,VBD,HUM
who,who plays,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,VBZ,NUM
what,what non,WDT,JJ,VBZ,ENTY
what,what was,WP,VBD,VBD,NUM
who,who created,WP,VBD,VBD,HUM
when,what indoor when the,WRB,DT,VBD,ENTY
what,what country,WP,NN,VBD,LOC
who,who is,WP,VBZ,VBZ,HUM
when,where can that will what i when i,WRB,PRP,VB,LOC
what,what caused,WP,VBD,VBD,DESC
what,what \'s,WP,VBZ,VBZ,HUM
what,what daily,WDT,JJ,VB,ENTY
what,what lake,WP,NN,VBN,LOC
who,who were,WP,VBD,VBD,HUM
what,what kind,WDT,NN,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what do,WP,VBP,VB,ENTY
who,who wrote,WP,VBD,VBD,HUM
who,who would,WP,MD,VB,HUM
what,what famed,WDT,JJ,VB,LOC
what,what five,WP,CD,VBD,ENTY
what,what did,WP,VBD,NN,ENTY
what,what is,WP,VBZ,VBZ,DESC
where,where can,WRB,MD,VB,LOC
where,where \'s,WRB,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,DESC
who,what was who died,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
where,where is,WRB,VBZ,VBZ,LOC
why,why is,WRB,VBZ,VBN,DESC
what,what three,WP,CD,VBN,ENTY
what,what exactly,WP,RB,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what north,WP,JJ,VBZ,LOC
what,what radio,WDT,NN,VB,HUM
which,where is which merchant,WDT,NNP,VBN,LOC
what,what does,WP,VBZ,NN,ENTY
what,what is,WP,VBZ,VBZ,NUM
how,how many,WRB,JJ,VBP,NUM
,,,,VB,HUM
what,what name,WDT,NN,VBP,HUM
what,what female,WDT,JJ,VBZ,HUM
who,who owns,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,JJ,NUM
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what did,WP,VBD,VB,DESC
what,what newspaper,WDT,NN,VBD,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what was,WP,VBD,VBD,ENTY
why,why do,WRB,VBP,VB,DESC
what,what are,WP,VBP,VBP,DESC
what,what member,WDT,NN,VBZ,HUM
how,how is,WRB,VBZ,VBN,DESC
which,what is which results,WDT,VBZ,VBZ,ENTY
what,what incident,WDT,NN,VBP,ENTY
what,what country,WDT,NN,VBG,LOC
what,what attorney,WDT,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
that,what is that starts,WDT,VBZ,VBZ,LOC
what,what countries,WDT,NNS,VBP,LOC
what,what is,WP,VBZ,VBZ,DESC
which,which city,WDT,NN,VBZ,LOC
when,when are,WRB,VBP,VBP,NUM
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,HUM
who,who was,WP,VBD,VBD,HUM
what,what common,WP,JJ,VBZ,ENTY
when,when was,WRB,VBD,VBN,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what food,WDT,NN,VBP,ENTY
what,what diamond,WDT,NN,VBZ,HUM
who,who is,WP,VBZ,VBZ,HUM
who,who portrayed,WP,VBD,VBD,HUM
where,where are,WRB,VBP,VBN,LOC
what,what are,WP,VBP,VBP,NUM
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBN,DESC
how,how is,WRB,VBZ,VBZ,DESC
what,what ship,WDT,NN,NN,ENTY
,,,,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
,,,,VB,HUM
what,what foods,WDT,NNS,VBP,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what are,WP,VBP,VBP,ENTY
which,what is which i,WDT,PRP,VBZ,LOC
how,how big,WRB,JJ,VBZ,NUM
what,what are,WP,VBP,VBP,ENTY
how,how do,WRB,VBP,VB,DESC
when,when did,WRB,VBD,VB,NUM
how,how many,WRB,JJ,VBP,NUM
who,who was,WP,VBD,VBD,HUM
who,who were,WP,VBD,VBD,HUM
which,which member,WDT,NN,VBD,HUM
what,what river,WDT,NN,VBZ,LOC
what,what comedian,WDT,NN,VBD,HUM
what,what are,WP,VBP,VBP,DESC
where,where do,WRB,VBP,VB,LOC
what,what \'s,WP,VBZ,VBZ,DESC
what,what \'s,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
why,why does,WRB,VBZ,VB,DESC
who,who loved,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what do,WP,VBP,VB,ENTY
how,how did,WRB,VBD,VB,DESC
what,what was,WP,VBD,VBD,ENTY
where,where can,WRB,MD,VB,LOC
what,what disease,WDT,NN,VBZ,ENTY
which,what are which wind,WDT,NN,VBP,ENTY
what,what gender,WDT,NN,VBN,ENTY
how,how many,WRB,JJ,VBZ,NUM
that,what is that actress,WDT,NN,VBZ,ENTY
who,who \'s,WP,VBZ,VBZ,HUM
how,how much,WRB,JJ,VB,NUM
,,,,VBN,HUM
what,what is,WP,VBZ,VBZ,NUM
what,what north,WP,JJ,VBZ,LOC
what,what is,WP,VBZ,VBZ,LOC
what,what can,WP,MD,VB,DESC
what,what film,WDT,NN,VBD,ENTY
where,where did,WRB,VBD,VB,LOC
what,what 1950,WP,CD,VBD,ENTY
how,how much,WRB,RB,VBZ,NUM
how,how much,WRB,JJ,VBP,NUM
whom,whom ?,WP,.,VBD,HUM
what,what \'s,WP,VBZ,VBZ,HUM
what,what shakespeare,WP,NNP,VBZ,ENTY
what,what tv,WDT,NN,VBD,HUM
who,who created,WP,VBD,VBD,HUM
what,what type,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
where,where did,WRB,VBD,VBP,LOC
what,what is,WP,VBZ,VBZ,ABBR
how,how many,WRB,JJ,VB,NUM
what,what british,WDT,JJ,VBD,HUM
how,how can,WRB,MD,VBP,DESC
what,what product,WDT,NN,VBP,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what kind,WDT,NN,VBP,ENTY
what,what city,WDT,NN,VB,LOC
what,what artist,WDT,NN,VBD,HUM
that,what is that the,WDT,DT,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
where,where is,WRB,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBN,NUM
who,who wrote,WP,VBD,VBD,HUM
what,what company,WDT,NN,VBZ,HUM
what,what does,WP,VBZ,NN,ABBR
when,what is when most,WRB,JJS,VBZ,NUM
how,how many,WRB,JJ,VBP,NUM
where,where is,WRB,VBZ,VBZ,LOC
who,who wrote,WP,VBD,VBD,HUM
which,which major,WDT,JJ,VBN,HUM
who,who was,WP,VBD,VBD,HUM
what,what kind,WDT,NN,VBD,HUM
what,what are,WP,VBP,VBD,ENTY
what,what commodity,WP,NN,VBD,ENTY
how,how many,WRB,JJ,VB,NUM
who,who wrote,WP,VBD,VBD,HUM
who,who played,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,NUM
where,where did,WRB,VBD,VBD,LOC
what,what are,WP,VBP,VBP,ENTY
what,what category,WDT,NN,VBZ,DESC
how,how long,WRB,RB,RB,NUM
,,,,VB,ENTY
what,what are,WP,VBP,VBP,ENTY
what,what states,WDT,NNS,VB,LOC
what,what city,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
,,,,VB,LOC
what,what \'s,WP,VBZ,VBZ,NUM
what,what four,WP,CD,VBP,ENTY
how,how many,WRB,JJ,VBP,NUM
where,where does,WRB,VBZ,VBP,LOC
which,which medium,WDT,NN,VBN,ENTY
when,what is when he,WRB,PRP,VBZ,HUM
what,what is,WP,VBZ,VBZ,ENTY
who,who are,WP,VBP,VBP,HUM
how,how do,WRB,VBP,VB,DESC
what,what causes,WP,VBZ,JJ,DESC
what,what happened,WP,VBD,VBD,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what ethnic,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
who,what do who ignores,WP,VBZ,VB,DESC
how,how many,WRB,JJ,VBP,NUM
what,what actor,WDT,NN,VBD,HUM
what,what does,WP,VBZ,VB,ABBR
what,what cruise,WP,NN,VBP,HUM
what,what does,WP,VBZ,VB,DESC
why,why do,WRB,VBP,VB,DESC
when,when was,WRB,VBD,VBD,NUM
how,how did,WRB,VBD,VB,DESC
what,what country,WP,NN,VBZ,LOC
,,,,NNP,DESC
what,what does,WP,VBZ,VB,ABBR
what,what country,WDT,NN,VBZ,LOC
which,which country,WDT,NN,VBZ,LOC
,,,,VB,HUM
what,what are,WP,VBP,NN,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
what,what tv,WP,NN,VBZ,ENTY
what,what female,WDT,JJ,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what did,WP,VBD,VBD,ENTY
when,where did when he,WRB,PRP,VBP,LOC
what,what \'s,WP,VBZ,VBN,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how do,WRB,VBP,VB,DESC
what,what famous,WDT,JJ,VBD,HUM
how,how many,WRB,JJ,VBD,NUM
what,what are,WP,VBP,VBP,NUM
where,where can,WRB,MD,VB,LOC
why,why do,WRB,VBP,VBP,DESC
what,what cigarette,WP,NN,VBZ,ENTY
who,who tramped,WP,VBD,VBD,HUM
what,what day,WDT,NN,VB,NUM
that,what is that dracula,WDT,NNP,VBZ,ENTY
what,what two,WP,CD,VBN,ENTY
what,what is,WP,VBZ,VBZ,DESC
which,what was which jesse,WDT,NNP,VBD,HUM
what,what disease,WDT,NN,VBD,ENTY
what,what card,WDT,NN,VB,ENTY
how,how many,WRB,JJ,VBN,NUM
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBZ,NUM
what,what was,WP,VBD,VBD,DESC
what,what is,WP,VBZ,VBZ,ENTY
how,how long,WRB,RB,VBD,NUM
how,how much,WRB,JJ,VBP,NUM
who,who followed,WP,VBD,VBD,HUM
when,when was,WRB,VBD,VBD,NUM
what,what 1895,WP,CD,VBN,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how is,WRB,VBZ,VBN,DESC
how,how long,WRB,RB,VBZ,NUM
what,what u.s.,WP,NNP,VBZ,LOC
how,how many,WRB,JJ,VBN,NUM
what,what are,WP,VBP,VBP,NUM
what,what does,WP,VBZ,VB,ABBR
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,HUM
what,what two,WP,CD,VBD,HUM
which,which of,WDT,IN,VBZ,HUM
what,what professional,WDT,JJ,VBD,HUM
what,what condiment,WDT,NN,NN,ENTY
which,which comic,WDT,JJ,VBN,ENTY
what,what war,WDT,NN,VBD,ENTY
what,what ?,WP,.,VBZ,ABBR
how,how many,WRB,JJ,VBP,NUM
how,how many,WRB,JJ,VBP,NUM
how,how do,WRB,VBP,VB,DESC
what,what u.s.,WP,NNP,VBZ,LOC
where,what english where the,WRB,DT,VBD,HUM
what,what do,WP,VBP,NN,DESC
,,,,VBD,ENTY
how,how deep,WRB,JJ,VBZ,NUM
what,what was,WP,VBD,VBD,DESC
what,what was,WP,VBD,VBD,HUM
how,how do,WRB,VBP,VB,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what are,WP,VBP,VBP,ENTY
what,what heavyweight,WDT,JJ,VBN,HUM
how,how many,WRB,JJ,VBN,NUM
what,what london,WP,NNP,VBZ,LOC
how,how old,WRB,JJ,VBZ,NUM
when,when does,WRB,VBZ,VB,NUM
what,what animal,WDT,NN,VBN,ENTY
where,where did,WRB,VBD,VB,DESC
what,what bordering,WP,VBG,VBZ,LOC
who,what morris who becomes,WP,VBZ,NNS,ENTY
what,what nation,WDT,NN,NNP,LOC
what,what does,WP,VBZ,VB,ABBR
which,which year,WDT,NN,NNPS,NUM
what,what tv,WP,NN,VBZ,HUM
what,what soft,WDT,JJ,VBD,ENTY
what,what ?,WP,.,VBZ,DESC
what,what ?,WP,.,VBN,ENTY
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,DESC
who,who invented,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what country,WDT,NN,VBZ,LOC
what,what are,WP,VBP,VBP,DESC
what,what was,WP,VBD,VBD,DESC
what,what kind,WDT,NN,VBZ,DESC
when,how hot when baking,WRB,VBG,VB,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what don,WP,NNP,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how was,WRB,VBD,VBN,DESC
what,what country,WDT,NN,VBZ,LOC
that,what was that died,WDT,VBD,VBD,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what city,WDT,NN,VBZ,LOC
what,what does,WP,VBZ,VB,DESC
what,what cereal,WDT,NN,VBZ,ENTY
how,how did,WRB,VBD,VB,DESC
where,where did,WRB,VBD,NN,LOC
what,what does,WP,VBZ,VB,DESC
how,how do,WRB,VBP,VBP,DESC
what,what colors,WP,NNS,VBN,ENTY
how,how does,WRB,VBZ,VBZ,DESC
which,which medium,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what american,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what characteristics,WDT,NNS,VBP,DESC
what,what significant,WP,JJ,VBN,ENTY
which,which police,WDT,NN,VBD,HUM
who,who gave,WP,VBD,VBD,HUM
how,how were,WRB,VBD,VBD,DESC
who,who wrote,WP,VBD,VBD,HUM
what,what 1965,WP,CD,VBD,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what \'s,WP,VBZ,VBZ,ENTY
who,who is,WP,VBZ,VBZ,HUM
why,why do,WRB,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,NN,NUM
what,what species,WDT,NN,VBD,ENTY
how,how much,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,HUM
what,what does,WP,VBZ,VBZ,ENTY
who,who moderated,WP,VBD,VBD,HUM
who,who portrayed,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,VB,DESC
when,when was,WRB,VBD,VBN,NUM
what,what are,WP,VBP,VBP,ENTY
who,who \'s,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
when,why do when people,WRB,NNS,VB,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what country,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,HUM
who,who invented,WP,VBD,VBD,HUM
why,why does,WRB,VBZ,VB,DESC
what,what sea,WDT,NN,VBZ,LOC
who,who are,WP,VBP,VBP,HUM
what,what does,WP,VBZ,NNP,DESC
what,what \'s,WP,VBZ,VBZ,DESC
what,what fool,WDT,NN,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
where,where in,WRB,IN,VBZ,LOC
what,what does,WP,VBZ,VB,DESC
how,how tall,WRB,JJ,VBD,NUM
how,how do,WRB,VBP,VB,DESC
what,what u.s.,WP,NNP,VBN,LOC
what,what countries,WDT,NNS,VBP,LOC
how,how can,WRB,MD,VB,DESC
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBZ,NUM
where,where did,WRB,VBD,VB,DESC
how,how big,WRB,JJ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what monarch,WDT,NN,VBD,HUM
what,what \'s,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VB,NUM
what,what grand,WP,NNP,RB,ENTY
what,what is,WP,VBZ,VBZ,DESC
where,where are,WRB,VBP,VBP,LOC
what,what toy,WDT,NN,VB,ENTY
what,what caused,WP,VBD,VBD,DESC
what,what corporation,WDT,NN,VB,HUM
what,what river,WDT,NN,VBN,LOC
where,where on,WRB,IN,VBZ,LOC
where,where were,WRB,VBD,VBD,LOC
what,what cathedral,WDT,NN,VBD,LOC
why,why was,WRB,VBD,VBD,DESC
how,how did,WRB,VBD,VB,DESC
which,which american,WDT,JJ,VBZ,LOC
what,what store,WDT,NN,VB,HUM
what,what do,WP,VBP,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
when,how old when he,WRB,PRP,VBD,NUM
where,where in,WRB,IN,VB,LOC
what,what are,WP,VBP,VBP,ENTY
what,what strait,WDT,NN,VBZ,LOC
what,what airport,WP,NN,VBZ,LOC
which,which police,WDT,NN,VBD,HUM
what,what color,WDT,NN,VBZ,ENTY
what,what was,WP,VBD,VBD,ENTY
what,what did,WP,VBD,NN,ENTY
what,what seven,WP,CD,VBP,NUM
what,what city,WDT,NN,VBN,LOC
what,what pope,WP,NNP,VBD,HUM
how,how many,WRB,JJ,NNS,NUM
how,how many,WRB,JJ,VBP,NUM
what,what king,WDT,NN,VBN,HUM
what,what shape,WDT,NN,VB,ENTY
what,what is,WP,VBZ,VBZ,LOC
what,what causes,WP,VBZ,VBZ,DESC
,,,,NNS,ENTY
when,when was,WRB,VBD,VBD,NUM
what,what company,WDT,NN,VBD,HUM
what,what pope,WP,NNP,VBD,HUM
what,what director,WDT,NN,VBD,HUM
when,when did,WRB,VBD,VB,NUM
which,which presidents,WDT,NNS,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
who,how can who have,WP,VBP,VB,DESC
what,what character,WDT,NN,VBZ,HUM
what,what comedienne,WDT,NN,VBZ,HUM
how,how many,WRB,JJ,VB,NUM
what,what president,WDT,NN,VBD,HUM
when,when does,WRB,VBZ,VB,NUM
where,where did,WRB,VBD,RB,LOC
